 In,Jn,Kn,Alpha_r,Alpha_i,Beta_r,Beta_i,Omega_r,Omega_i
         301 ,         501 ,           1 ,   2.6625941000000002      ,  -5.9937299999999999E-002 ,   0.0000000000000000      ,   0.0000000000000000      ,   2.4300000000000002      ,   0.0000000000000000     
